7,0,552,14,59,0.32567596435546875,1
8,0,501,32,107,0.8449166417121887,1
9,0,504,40,106,0.6734393239021301,1
10,14,505,40,107,0.6332862377166748,1
11,28,508,38,104,0.8061640858650208,1
12,44,507,38,105,0.8681760430335999,1
13,58,508,37,106,0.7799410223960876,1
16,101,509,38,104,0.8617098927497864,1
17,116,509,40,104,0.8527302742004395,1
18,131,509,39,104,0.8084604144096375,1
19,147,509,39,103,0.8210194706916809,1
20,163,509,38,103,0.847618818283081,1
21,177,509,38,104,0.4777107238769531,1
22,193,509,36,103,0.8057855367660522,1
23,205,509,38,103,0.7946181893348694,1
24,216,509,40,102,0.7971545457839966,1
25,226,510,40,102,0.7444202303886414,1
29,269,510,41,103,0.3918754458427429,1
30,281,510,40,102,0.7651039958000183,1
31,292,510,37,102,0.7929022908210754,1
32,303,510,36,100,0.8458086252212524,1
33,313,509,37,100,0.8843725323677063,1
34,323,509,37,100,0.8414026498794556,1
35,335,509,36,100,0.8370439410209656,1
36,346,510,37,100,0.5739037990570068,1
37,357,511,37,102,0.47804492712020874,1
38,367,512,38,101,0.4324277937412262,1
39,379,515,37,98,0.37627872824668884,1
41,400,519,40,96,0.8876781463623047,1
42,411,521,39,94,0.8399001955986023,1
43,420,523,42,92,0.8990938663482666,1
44,431,523,41,91,0.8658698797225952,1
45,441,524,44,92,0.9063241481781006,1
46,453,526,42,91,0.827573299407959,1
47,464,528,42,91,0.894853413105011,1
48,474,529,43,90,0.856488823890686,1
49,484,530,43,91,0.4984191656112671,1
50,493,533,46,89,0.37009769678115845,1
51,506,533,42,89,0.609992504119873,1
52,514,534,45,90,0.5710357427597046,1
55,545,535,43,90,0.5772029161453247,1
56,555,535,43,90,0.831332266330719,1
57,562,537,45,90,0.31623443961143494,1
60,587,541,44,91,0.6439149975776672,1
67,638,547,44,90,0.794826090335846,1
70,661,548,43,88,0.6466778516769409,1
82,781,563,47,78,0.5870925188064575,1
83,801,562,50,81,0.6044184565544128,1
84,813,563,56,80,0.8116137385368347,1
85,824,563,63,80,0.43913960456848145,1
86,839,563,68,81,0.35916242003440857,1
87,847,564,77,80,0.30238690972328186,1
88,867,562,75,84,0.5605975985527039,1
89,875,563,84,84,0.6847135424613953,1
90,892,564,78,85,0.34047257900238037,1
91,910,563,66,86,0.7435218095779419,1
92,922,568,60,82,0.8188390135765076,1
93,930,571,56,82,0.5964629650115967,1
100,967,604,45,71,0.3448465168476105,1
110,328,690,27,53,0.5755518078804016,1
112,333,693,27,52,0.341549813747406,1
113,335,696,27,52,0.60639888048172,1
114,336,697,27,54,0.5848572850227356,1
115,337,697,28,53,0.5123820304870605,1
116,338,698,28,54,0.5756062269210815,1
117,338,699,29,55,0.6673588752746582,1
118,339,700,28,57,0.7450599670410156,1
119,338,701,28,55,0.6965491771697998,1
120,336,702,30,57,0.7236897945404053,1
121,334,705,30,54,0.5420227646827698,1
122,332,705,28,55,0.6923632621765137,1
123,330,707,26,55,0.592370331287384,1
124,326,708,28,56,0.6887863874435425,1
125,324,711,27,54,0.4325113296508789,1
