78,20,336,19,54,0.6936728358268738,1
84,49,334,26,53,0.8658208847045898,1
85,54,331,26,53,0.8792588710784912,1
86,58,332,28,52,0.6775922775268555,1
88,69,330,27,54,0.8162376880645752,1
89,75,332,25,49,0.892600417137146,1
90,81,328,24,53,0.8730446696281433,1
91,86,329,23,49,0.6359378099441528,1
92,93,327,20,51,0.7049078345298767,1
93,99,326,18,50,0.8739001750946045,1
94,105,324,18,52,0.6676980257034302,1
95,62,313,18,49,0.4789293706417084,1
96,115,324,17,52,0.5177135467529297,1
97,119,325,18,50,0.6745163798332214,1
98,125,323,18,52,0.8871350288391113,1
99,128,324,18,50,0.8315378427505493,1
101,136,322,21,50,0.8002359867095947,1
102,140,322,21,51,0.7712476849555969,1
103,143,323,22,49,0.8171860575675964,1
104,148,323,21,49,0.6814861297607422,1
105,151,323,22,47,0.6288630366325378,1
105,114,314,13,38,0.49301496148109436,1
106,113,302,15,47,0.6288143992424011,1
107,153,318,22,46,0.7976276278495789,1
109,161,315,23,48,0.6741662621498108,1
110,162,315,23,48,0.6792037487030029,1
111,161,319,23,47,0.3409978449344635,1
113,162,312,26,48,0.6716991662979126,1
115,166,313,25,47,0.894963264465332,1
116,168,313,23,47,0.7615599632263184,1
117,169,314,23,47,0.8641083836555481,1
120,172,315,22,47,0.5894168615341187,1
121,175,315,21,47,0.3858815133571625,1
122,176,316,21,46,0.49297863245010376,1
123,177,314,21,47,0.6202633380889893,1
126,183,313,23,46,0.42608362436294556,1
128,187,314,24,45,0.5326895713806152,1
129,189,314,25,45,0.8306159377098083,1
129,0,347,13,63,0.32917022705078125,1
131,162,305,15,40,0.3834855556488037,1
132,201,315,24,44,0.5885958075523376,1
133,206,314,23,46,0.5536605715751648,1
134,210,315,22,44,0.6118793487548828,1
135,211,316,25,44,0.38503068685531616,1
136,216,317,23,42,0.7222248315811157,1
137,221,316,22,42,0.5524901747703552,1
138,223,316,22,43,0.5589922070503235,1
139,225,317,25,40,0.6615495085716248,1
147,240,321,44,39,0.8084813356399536,1
148,242,323,42,38,0.6949676275253296,1
149,245,324,35,37,0.38070133328437805,1
196,455,196,24,38,0.5989566445350647,1
197,455,195,23,41,0.7537882328033447,1
198,456,194,22,41,0.6287208795547485,1
199,456,192,22,44,0.5590380430221558,1
200,456,190,23,43,0.8624103665351868,1
201,457,186,25,39,0.8383148908615112,1
